customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_sum
13775.0,0.0,1,1049.66,4,1,3,8
13776.0,519.0,8,-340.17,1,3,1,5
13777.0,90.0,73,56016.57,3,4,4,11
13778.0,582.0,5,1116.54,1,3,3,7
13779.0,369.0,1,161.13,1,1,1,3
13780.0,302.0,3,735.82,2,2,2,6
13781.0,282.0,4,770.88,2,2,2,6
13782.0,156.0,14,1785.77,2,4,3,9
13783.0,434.0,4,1542.09,1,2,3,6
13784.0,40.0,15,2897.18,3,4,4,11
13785.0,519.0,4,542.49,1,2,2,5
13786.0,402.0,8,2736.41,1,3,4,8
13787.0,425.0,9,1173.7,1,4,3,8
13788.0,0.0,1,3.75,4,1,1,6
13789.0,0.0,1,239.45999999999998,4,1,1,6
13790.0,213.0,1,348.8,2,1,2,5
13791.0,247.0,3,1047.68,2,2,3,7
13792.0,245.0,3,383.95,2,2,2,6
13793.0,648.0,1,96.0,1,1,1,3
13794.0,400.0,1,126.03,1,1,1,3
13795.0,373.0,4,836.3,1,2,2,5
13796.0,0.0,1,289.7,4,1,1,6
13797.0,648.0,4,1168.45,1,2,3,6
13798.0,2.0,125,73573.47,3,4,4,11
13799.0,402.0,13,2039.82,1,4,3,8
13800.0,284.0,3,1679.56,2,2,3,7
13801.0,245.0,1,324.8,2,1,1,4
13802.0,343.0,24,25491.56,2,4,4,10
13803.0,555.0,4,1319.1100000000001,1,2,3,6
13804.0,91.0,9,3208.52,3,4,4,11
13805.0,306.0,2,924.6,2,1,3,6
13806.0,154.0,1,256.38,2,1,1,4
13807.0,517.0,4,509.9,1,2,2,5
13808.0,155.0,5,1747.66,2,3,3,8
13809.0,162.0,3,679.7,2,2,2,6
13810.0,30.0,4,899.51,3,2,3,8
13811.0,96.0,4,591.75,3,2,2,7
13812.0,184.0,3,539.0,2,2,2,6
13813.0,32.0,12,2686.42,3,4,4,11
13814.0,124.0,5,2239.07,2,3,4,9
13815.0,374.0,10,7285.79,1,4,4,9
13816.0,184.0,4,555.04,2,2,2,6
13817.0,60.0,2,382.98,3,1,2,6
13818.0,549.0,1,61.28,1,1,1,3
13819.0,39.0,7,2631.1,3,3,4,10
13820.0,648.0,5,640.4,1,3,2,6
13821.0,365.0,7,1387.03,2,3,3,8
13822.0,243.0,2,632.0,2,1,2,5
13823.0,93.0,8,3358.55,3,3,4,10
13824.0,7.0,14,3273.36,3,4,4,11
13825.0,820.0,2,255.59,1,1,1,3
13826.0,248.0,2,174.65,2,1,1,4
13827.0,0.0,3,412.05,4,2,2,8
13828.0,0.0,1,209.49,4,1,1,6
13829.0,0.0,2,0.0,4,1,1,6
13830.0,524.0,2,135.95000000000002,1,1,1,3
13831.0,220.0,20,7009.18,2,4,4,10
13832.0,0.0,3,602.4399999999999,4,2,2,8
13833.0,279.0,2,701.36,2,1,2,5
13834.0,371.0,3,247.89,1,2,1,4
13835.0,128.0,8,1044.82,2,3,3,8
13836.0,579.0,3,602.52,1,2,2,5
13837.0,6.0,2,271.24,3,1,1,5
13838.0,243.0,10,1966.09,2,4,3,9
13839.0,429.0,1,139.95000000000002,1,1,1,3
13840.0,0.0,1,651.4,4,1,2,7
13841.0,341.0,1,85.0,2,1,1,4
13842.0,1.0,19,5604.96,3,4,4,11
13843.0,0.0,1,319.75,4,1,1,6
13844.0,0.0,1,361.62,4,1,2,7
13845.0,184.0,1,312.98,2,1,1,4
13846.0,37.0,5,1290.34,3,3,3,9
13847.0,0.0,1,310.72,4,1,1,6
13848.0,124.0,8,3335.0,2,3,4,9
13849.0,366.0,6,3443.8,1,3,4,8
13850.0,1.0,2,1586.81,3,1,3,7
13851.0,216.0,9,4516.76,2,4,4,10
13852.0,372.0,2,170.45000000000002,1,1,1,3
13853.0,333.0,2,1056.94,2,1,3,6
13854.0,2.0,45,12158.21,3,4,4,11
13855.0,528.0,5,1253.94,1,3,3,7
13856.0,96.0,15,1058.88,3,4,3,10
13857.0,395.0,7,997.11,1,3,3,7
13858.0,0.0,1,216.17,4,1,1,6
13859.0,0.0,2,515.86,4,1,2,7
13860.0,121.0,6,1240.0,2,3,3,8
13861.0,549.0,3,251.31,1,2,1,4
13862.0,40.0,11,2534.04,3,4,4,11
13863.0,129.0,6,1217.63,2,3,3,8
13864.0,0.0,1,662.4000000000001,4,1,2,7
13865.0,1.0,4,501.56,3,2,2,7
13866.0,0.0,1,145.67000000000002,4,1,1,6
13867.0,122.0,3,1015.29,2,2,3,7
13868.0,302.0,2,3192.54,2,1,4,7
13869.0,125.0,10,8111.57,2,4,4,10
13870.0,152.0,18,5689.84,2,4,4,10
13871.0,69.0,21,7804.95,3,4,4,11
13872.0,850.0,6,891.32,1,3,3,7
13873.0,3.0,9,1031.02,3,4,3,10
13874.0,464.0,10,1989.2,1,4,3,8
13875.0,39.0,14,4814.37,3,4,4,11
13876.0,154.0,1,122.7,2,1,1,4
13877.0,491.0,5,446.33,1,3,2,6
13878.0,431.0,4,2473.06,1,2,4,7
13879.0,617.0,1,395.5,1,1,2,4
13880.0,188.0,17,4391.66,2,4,4,10
13881.0,30.0,51,44392.5,3,4,4,11
13882.0,91.0,6,1131.28,3,3,3,9
13883.0,5.0,26,6342.74,3,4,4,11
13884.0,32.0,14,1852.38,3,4,3,10
13885.0,280.0,2,506.8,2,1,2,5
13886.0,0.0,1,243.56,4,1,1,6
13887.0,0.0,1,349.55,4,1,2,7
13888.0,3.0,7,2169.05,3,3,3,9
13889.0,124.0,8,1855.73,2,3,3,8
13890.0,121.0,22,2858.73,2,4,4,10
13891.0,554.0,3,863.5600000000001,1,2,3,6
13892.0,160.0,6,1267.6499999999999,2,3,3,8
13893.0,0.0,1,821.1,4,1,2,7
13894.0,70.0,5,535.97,3,3,2,8
13895.0,30.0,8,3923.62,3,3,4,10
13896.0,0.0,1,388.55,4,1,2,7
13897.0,0.0,3,1160.72,4,2,3,9
13898.0,0.0,2,686.4,4,1,2,7
13899.0,69.0,2,388.52,3,1,2,6
13900.0,95.0,7,1608.09,3,3,3,9
13901.0,248.0,20,5599.34,2,4,4,10
13902.0,851.0,8,30411.26,1,3,4,8
13903.0,608.0,1,165.45000000000002,1,1,1,3
13904.0,303.0,2,332.64,2,1,2,5
13905.0,528.0,3,244.45,1,2,1,4
13906.0,0.0,1,42.0,4,1,1,6
13907.0,0.0,1,136.8,4,1,1,6
13908.0,5.0,5,2347.05,3,3,4,10
13909.0,365.0,2,286.6,2,1,1,4
13910.0,0.0,1,-127.66,4,1,1,6
13911.0,128.0,22,4200.04,2,4,4,10
13912.0,366.0,1,124.95,1,1,1,3
13913.0,0.0,1,42.22,4,1,1,6
13914.0,182.0,3,613.95,2,2,2,6
13915.0,426.0,2,31.200000000000003,1,1,1,3
13916.0,670.0,5,1260.51,1,3,3,7
13917.0,339.0,2,272.04,2,1,1,4
13918.0,0.0,2,1212.8400000000001,4,1,3,8
13919.0,31.0,5,1326.03,3,3,3,9
13920.0,551.0,5,1734.88,1,3,3,7
13921.0,366.0,5,720.75,1,3,2,6
13922.0,579.0,5,824.7,1,3,2,6
13923.0,0.0,1,351.13,4,1,2,7
13924.0,121.0,11,1682.08,2,4,3,9
13925.0,64.0,6,616.65,3,3,2,8
13926.0,0.0,1,223.85000000000002,4,1,1,6
13927.0,0.0,3,689.96,4,2,2,8
13928.0,122.0,4,464.57,2,2,2,6
13929.0,551.0,14,3318.1,1,4,4,9
13930.0,0.0,2,337.34,4,1,2,7
13931.0,216.0,12,5250.78,2,4,4,10
13932.0,0.0,1,307.4,4,1,1,6
13933.0,0.0,2,608.7900000000001,4,1,2,7
13934.0,0.0,1,922.1,4,1,3,8
13935.0,0.0,3,6116.92,4,2,4,10
13936.0,0.0,4,924.36,4,2,3,9
13937.0,487.0,3,867.38,1,2,3,6
13938.0,244.0,1,71.66,2,1,1,4
13939.0,312.0,10,1533.66,2,4,3,9
13940.0,184.0,4,839.14,2,2,2,6
13941.0,32.0,17,10846.15,3,4,4,11
13942.0,0.0,1,320.0,4,1,1,6
13943.0,401.0,1,246.54,1,1,1,3
13944.0,0.0,1,200.43,4,1,1,6
13945.0,426.0,2,854.15,1,1,3,5
13946.0,973.0,7,1745.43,1,3,3,7
13947.0,215.0,1,90.6,2,1,1,4
13948.0,617.0,5,536.86,1,3,2,6
13949.0,152.0,6,2427.32,2,3,4,9
13950.0,160.0,5,728.56,2,3,2,7
13951.0,0.0,3,674.45,4,2,2,8
13952.0,5.0,17,12790.891,3,4,4,11
13953.0,69.0,12,6640.68,3,4,4,11
13954.0,121.0,3,378.59,2,2,2,6
13955.0,126.0,3,545.17,2,2,2,6
13956.0,68.0,5,1026.42,3,3,3,9
13957.0,0.0,3,458.25,4,2,2,8
13958.0,526.0,12,4402.33,1,4,4,9
13959.0,282.0,6,1076.18,2,3,3,8
13960.0,0.0,2,230.22,4,1,1,6
13961.0,365.0,2,498.7,2,1,2,5
13962.0,129.0,3,362.8,2,2,2,6
13963.0,253.0,18,2899.62,2,4,4,10
13964.0,519.0,3,421.9,1,2,2,5
13965.0,428.0,5,777.6600000000001,1,3,2,6
13966.0,0.0,1,390.86,4,1,2,7
13967.0,487.0,2,166.3,1,1,1,3
13968.0,366.0,1,123.66,1,1,1,3
13969.0,31.0,39,13212.77,3,4,4,11
13970.0,0.0,2,846.55,4,1,3,8
13971.0,5.0,18,4593.83,3,4,4,11
13972.0,0.0,2,190.25,4,1,1,6
13973.0,0.0,1,264.7,4,1,1,6
13974.0,401.0,4,663.52,1,2,2,5
13975.0,38.0,14,5327.29,3,4,4,11
13976.0,465.0,4,1192.36,1,2,3,6
13977.0,0.0,1,519.8100000000001,4,1,2,7
13978.0,0.0,2,196.79000000000002,4,1,1,6
13979.0,371.0,11,3326.83,1,4,4,9
13980.0,62.0,9,753.12,3,4,2,9
13981.0,609.0,2,327.39,1,1,2,4
13982.0,455.0,13,4418.79,1,4,4,9
13983.0,1.0,30,6993.41,3,4,4,11
13984.0,157.0,13,1616.1200000000001,2,4,3,9
13985.0,1.0,24,9982.31,3,4,4,11
13986.0,0.0,1,320.46,4,1,1,6
13987.0,609.0,2,682.54,1,1,2,4
13988.0,61.0,11,4708.64,3,4,4,11
13989.0,215.0,5,2026.06,2,3,3,8
13990.0,67.0,1,311.3,3,1,1,5
13991.0,0.0,7,850.63,4,3,3,10
13992.0,91.0,3,219.5,3,2,1,6
13993.0,32.0,24,6690.36,3,4,4,11
13994.0,182.0,6,2313.14,2,3,4,9
13995.0,37.0,18,3836.26,3,4,4,11
13996.0,579.0,2,895.76,1,1,3,5
13997.0,490.0,3,382.31,1,2,2,5
13998.0,371.0,3,566.7,1,2,2,5
13999.0,30.0,36,9438.01,3,4,4,11
14000.0,6.0,8,1877.5900000000001,3,3,3,9
14001.0,579.0,10,4517.34,1,4,4,9
14002.0,187.0,2,529.73,2,1,2,5
14003.0,882.0,1,209.41,1,1,1,3
14004.0,246.0,11,6258.45,2,4,4,10
14005.0,128.0,5,2874.72,2,3,4,9
14006.0,7.0,7,2196.67,3,3,4,10
14007.0,0.0,1,79.48,4,1,1,6
14008.0,641.0,2,493.74,1,1,2,4
14009.0,642.0,4,1090.23,1,2,3,6
14010.0,0.0,3,288.09999999999997,4,2,1,7
14011.0,402.0,3,451.91999999999996,1,2,2,5
14012.0,161.0,1,328.8,2,1,2,5
14013.0,99.0,6,1006.22,3,3,3,9
14014.0,371.0,3,1948.21,1,2,3,6
14015.0,0.0,1,917.34,4,1,3,8
14016.0,126.0,13,11379.71,2,4,4,10
14017.0,0.0,1,229.75,4,1,1,6
14018.0,617.0,1,367.15000000000003,1,1,2,4
14019.0,305.0,4,1398.96,2,2,3,7
14020.0,2.0,5,1213.26,3,3,3,9
14021.0,6.0,7,1716.58,3,3,3,9
14022.0,429.0,2,792.15,1,1,2,4
14023.0,282.0,2,584.07,2,1,2,5
14024.0,64.0,3,645.74,3,2,2,7
14025.0,371.0,10,3969.1,1,4,4,9
14026.0,0.0,2,713.11,4,1,2,7
14027.0,62.0,1,104.82,3,1,1,5
14028.0,523.0,5,3175.5,1,3,4,8
14029.0,154.0,2,467.66,2,1,2,5
14030.0,32.0,22,8145.59,3,4,4,11
14031.0,39.0,55,38025.97,3,4,4,11
14032.0,7.0,25,4786.07,3,4,4,11
14033.0,673.0,1,109.44,1,1,1,3
14034.0,218.0,4,512.02,2,2,2,6
14035.0,30.0,11,2852.47,3,4,4,11
14036.0,0.0,1,626.65,4,1,2,7
14037.0,425.0,7,755.95,1,3,2,6
14038.0,518.0,8,3000.93,1,3,4,8
14039.0,183.0,2,267.28000000000003,2,1,1,4
14040.0,10.0,42,12457.84,3,4,4,11
14041.0,0.0,1,141.41,4,1,1,6
14042.0,0.0,1,431.98,4,1,2,7
14043.0,581.0,3,301.3,1,2,1,4
14044.0,284.0,11,3106.15,2,4,4,10
14045.0,193.0,19,9660.63,2,4,4,10
14046.0,0.0,1,154.99,4,1,1,6
14047.0,163.0,19,4158.7300000000005,2,4,4,10
14048.0,161.0,4,713.89,2,2,2,6
14049.0,248.0,18,13064.03,2,4,4,10
14050.0,122.0,2,746.36,2,1,2,5
14051.0,31.0,42,22104.5,3,4,4,11
14052.0,0.0,2,480.81,4,1,2,7
14053.0,156.0,4,572.3,2,2,2,6
14054.0,215.0,1,92.46,2,1,1,4
14055.0,401.0,3,1520.96,1,2,3,6
14056.0,36.0,29,8124.4,3,4,4,11
14057.0,32.0,23,8338.28,3,4,4,11
14058.0,642.0,2,469.19,1,1,2,4
14059.0,0.0,1,183.6,4,1,1,6
14060.0,71.0,32,9503.14,3,4,4,11
14061.0,1062.0,3,917.4300000000001,1,2,3,6
14062.0,93.0,27,25434.83,3,4,4,11
14063.0,497.0,13,-3767.1999999999994,1,4,1,6
14064.0,6.0,21,3039.75,3,4,4,11
14065.0,610.0,4,889.37,1,2,3,6
14066.0,0.0,1,152.55,4,1,1,6
14067.0,154.0,2,374.7,2,1,2,5
14068.0,0.0,5,1504.97,4,3,3,10
14069.0,0.0,2,230.06,4,1,1,6
14070.0,0.0,1,326.55,4,1,2,7
14071.0,7.0,9,1307.41,3,4,3,10
14072.0,404.0,1,390.85,1,1,2,4
14073.0,153.0,2,139.54,2,1,1,4
14074.0,0.0,1,219.39999999999998,4,1,1,6
14075.0,213.0,6,1734.87,2,3,3,8
14076.0,306.0,1,122.47,2,1,1,4
14077.0,66.0,6,615.0799999999999,3,3,2,8
14078.0,67.0,9,1692.6299999999999,3,4,3,10
14079.0,156.0,2,618.73,2,1,2,5
14080.0,153.0,6,1075.73,2,3,3,8
14081.0,70.0,16,5250.05,3,4,4,11
14082.0,365.0,2,413.36,2,1,2,5
14083.0,38.0,11,1407.26,3,4,3,10
14084.0,0.0,1,150.5,4,1,1,6
14085.0,99.0,34,10092.22,3,4,4,11
14086.0,642.0,1,39.95,1,1,1,3
14087.0,152.0,5,803.47,2,3,2,7
14088.0,278.0,20,62400.02,2,4,4,10
14089.0,0.0,1,161.0,4,1,1,6
14090.0,0.0,1,76.32000000000001,4,1,1,6
14091.0,436.0,2,9530.08,1,1,4,6
14092.0,183.0,27,7209.74,2,4,4,10
14093.0,0.0,1,442.85,4,1,2,7
14094.0,0.0,2,334.27,4,1,2,7
14095.0,0.0,1,2.95,4,1,1,6
14096.0,61.0,34,57120.909999999996,3,4,4,11
14097.0,617.0,2,422.85999999999996,1,1,2,4
14098.0,275.0,1,147.35,2,1,1,4
14099.0,33.0,22,5700.51,3,4,4,11
14100.0,0.0,1,194.9,4,1,1,6
14101.0,372.0,14,9942.13,1,4,4,9
14102.0,243.0,8,1314.73,2,3,3,8
14103.0,374.0,1,0.0,1,1,1,3
14104.0,126.0,5,771.5799999999999,2,3,2,7
14105.0,426.0,9,5703.9800000000005,1,4,4,9
14106.0,1032.0,1,214.79999999999998,1,1,1,3
14107.0,246.0,13,4853.7,2,4,4,10
14108.0,91.0,5,1041.21,3,3,3,9
14109.0,0.0,2,80.2,4,1,1,6
14110.0,2.0,35,12957.6,3,4,4,11
14111.0,7.0,5,688.6,3,3,2,8
14112.0,94.0,27,5524.51,3,4,4,11
14113.0,182.0,31,6156.75,2,4,4,10
14114.0,38.0,7,1364.09,3,3,3,9
14115.0,404.0,2,622.6700000000001,1,1,2,4
14116.0,64.0,5,1382.74,3,3,3,9
14117.0,0.0,1,90.0,4,1,1,6
14118.0,519.0,1,458.45,1,1,2,4
14119.0,0.0,3,163.47,4,2,1,7
14120.0,579.0,1,-23.8,1,1,1,3
14121.0,31.0,6,2740.3,3,3,4,10
14122.0,426.0,5,309.77,1,3,1,5
14123.0,912.0,1,436.18,1,1,2,4
14124.0,0.0,1,419.58000000000004,4,1,2,7
14125.0,30.0,3,2740.43,3,2,4,9
14126.0,302.0,5,1109.96,2,3,3,8
14127.0,94.0,6,1900.0800000000002,3,3,3,9
14128.0,62.0,4,909.36,3,2,3,8
14129.0,121.0,9,2591.34,2,4,4,10
14130.0,759.0,4,1882.67,1,2,3,6
14131.0,707.0,1,187.87,1,1,1,3
14132.0,4.0,12,3580.13,3,4,4,11
14133.0,39.0,6,895.8399999999999,3,3,3,9
14134.0,492.0,15,11123.35,1,4,4,9
14135.0,40.0,25,9605.05,3,4,4,11
14136.0,587.0,7,1553.96,1,3,3,7
14137.0,0.0,2,294.1,4,1,1,6
14138.0,121.0,2,982.3800000000001,2,1,3,6
14139.0,551.0,4,1086.8,1,2,3,6
14140.0,122.0,3,920.05,2,2,3,7
14141.0,31.0,6,879.0300000000001,3,3,3,9
14142.0,398.0,4,967.75,1,2,3,6
14143.0,0.0,1,115.8,4,1,1,6
14144.0,429.0,1,30.599999999999998,1,1,1,3
14145.0,187.0,8,7006.05,2,3,4,9
14146.0,333.0,13,8208.87,2,4,4,10
14147.0,432.0,12,2019.3,1,4,3,8
14148.0,0.0,2,466.29,4,1,2,7
14149.0,36.0,3,259.43,3,2,1,6
14150.0,244.0,2,658.64,2,1,2,5
14151.0,618.0,3,666.7,1,2,2,5
14152.0,458.0,9,1975.44,1,4,3,8
14153.0,0.0,1,233.4,4,1,1,6
14154.0,366.0,10,6263.6,1,4,4,9
14155.0,0.0,1,118.75,4,1,1,6
14156.0,1.0,202,296564.69,3,4,4,11
14157.0,648.0,6,970.33,1,3,3,7
14158.0,0.0,1,507.66,4,1,2,7
14159.0,216.0,25,7571.88,2,4,4,10
14160.0,436.0,7,8421.47,1,3,4,8
14161.0,128.0,7,3318.88,2,3,4,9
14162.0,0.0,2,289.36,4,1,1,6
14163.0,65.0,5,2594.62,3,3,4,10
14164.0,0.0,2,1631.77,4,1,3,8
14165.0,99.0,1,122.53999999999999,3,1,1,5
14166.0,0.0,2,256.85,4,1,1,6
14167.0,10.0,8,1296.49,3,3,3,9
14168.0,431.0,3,305.9,1,2,1,4
14169.0,580.0,2,624.4300000000001,1,1,2,4
14170.0,456.0,3,597.33,1,2,2,5
14171.0,305.0,2,498.79,2,1,2,5
14172.0,403.0,4,389.97,1,2,2,5
14173.0,250.0,7,566.95,2,3,2,7
14174.0,183.0,1,134.46,2,1,1,4
14175.0,31.0,17,7350.44,3,4,4,11
14176.0,517.0,6,913.11,1,3,3,7
14177.0,216.0,14,2224.39,2,4,4,10
14178.0,30.0,7,1620.93,3,3,3,9
14179.0,0.0,2,719.78,4,1,2,7
14180.0,36.0,42,6110.75,3,4,4,11
14181.0,0.0,2,310.55,4,1,1,6
14182.0,432.0,5,660.07,1,3,2,6
14183.0,0.0,2,286.29,4,1,1,6
14184.0,245.0,1,452.89,2,1,2,5
14185.0,10.0,1,197.65,3,1,1,5
14186.0,488.0,5,1550.63,1,3,3,7
14187.0,0.0,1,123.5,4,1,1,6
14188.0,91.0,10,2018.91,3,4,3,10
14189.0,61.0,25,5764.62,3,4,4,11
14190.0,404.0,1,79.9,1,1,1,3
14191.0,64.0,17,4713.41,3,4,4,11
14192.0,0.0,1,293.74,4,1,1,6
14193.0,276.0,3,1210.19,2,2,3,7
14194.0,31.0,54,18442.87,3,4,4,11
14195.0,341.0,10,2381.24,2,4,4,10
14196.0,0.0,1,335.52,4,1,2,7
14197.0,0.0,1,390.05,4,1,2,7
14198.0,213.0,13,1527.58,2,4,3,9
14199.0,220.0,6,916.4999999999999,2,3,3,8
14200.0,706.0,1,379.2,1,1,2,4
14201.0,5.0,12,1134.14,3,4,3,10
14202.0,704.0,3,847.76,1,2,3,6
14203.0,518.0,1,339.34,1,1,2,4
14204.0,152.0,4,1062.96,2,2,3,7
14205.0,426.0,12,1908.38,1,4,3,8
14206.0,668.0,5,1145.21,1,3,3,7
14207.0,0.0,1,157.8,4,1,1,6
14208.0,185.0,2,567.05,2,1,2,5
14209.0,40.0,19,4937.37,3,4,4,11
14210.0,93.0,21,5814.320000000001,3,4,4,11
14211.0,69.0,26,4301.69,3,4,4,11
14212.0,32.0,2,2190.14,3,1,4,8
14213.0,639.0,2,-1192.2,1,1,1,3
14214.0,38.0,7,1000.23,3,3,3,9
14215.0,188.0,10,3404.53,2,4,4,10
14216.0,182.0,6,2142.39,2,3,3,8
14217.0,40.0,33,3206.87,3,4,4,11
14218.0,0.0,1,169.48000000000002,4,1,1,6
14219.0,213.0,3,633.83,2,2,2,6
14220.0,190.0,4,1515.0,2,2,3,7
14221.0,127.0,19,6506.59,2,4,4,10
14222.0,0.0,1,683.17,4,1,2,7
14223.0,124.0,4,975.23,2,2,3,7
14224.0,128.0,9,1897.9,2,4,3,9
14225.0,375.0,5,2015.12,1,3,3,7
14226.0,30.0,9,2967.78,3,4,4,11
14227.0,69.0,22,6327.31,3,4,4,11
14228.0,400.0,3,745.5,1,2,2,5
14229.0,71.0,11,2468.99,3,4,4,11
14230.0,461.0,3,979.8000000000001,1,2,3,6
14231.0,96.0,6,1131.97,3,3,3,9
14232.0,95.0,8,2043.93,3,3,3,9
14233.0,6.0,10,2766.96,3,4,4,11
14234.0,91.0,4,775.46,3,2,2,7
14235.0,218.0,10,4666.99,2,4,4,10
14236.0,487.0,7,1732.74,1,3,3,7
14237.0,698.0,3,627.04,1,2,2,5
14238.0,943.0,3,434.23,1,2,2,5
14239.0,160.0,24,4203.72,2,4,4,10
14240.0,91.0,3,1247.49,3,2,3,8
14241.0,96.0,2,333.70000000000005,3,1,2,6
14242.0,0.0,2,280.55,4,1,1,6
14243.0,93.0,23,7365.36,3,4,4,11
14244.0,0.0,2,354.82,4,1,2,7
14245.0,250.0,5,1677.48,2,3,3,8
14246.0,129.0,3,1474.06,2,2,3,7
14247.0,191.0,6,769.71,2,3,2,7
14248.0,369.0,3,1032.95,1,2,3,6
14249.0,553.0,12,5625.461,1,4,4,9
14250.0,32.0,3,1904.05,3,2,3,8
14251.0,121.0,5,2879.7000000000003,2,3,4,9
14252.0,0.0,1,350.99,4,1,2,7
14253.0,643.0,2,363.40000000000003,1,1,2,4
14254.0,641.0,1,601.03,1,1,2,4
14255.0,400.0,4,-1441.6,1,2,1,4
14256.0,425.0,9,2397.34,1,4,4,9
14257.0,125.0,10,5942.0,2,4,4,10
14258.0,32.0,32,31027.35,3,4,4,11
14259.0,0.0,1,120.0,4,1,1,6
14260.0,461.0,3,824.28,1,2,2,5
14261.0,0.0,2,1163.45,4,1,3,8
14262.0,61.0,8,2618.23,3,3,4,10
14263.0,366.0,1,322.93,1,1,1,3
14264.0,126.0,8,1461.3600000000001,2,3,3,8
14265.0,555.0,4,1373.35,1,2,3,6
14266.0,519.0,1,40.56,1,1,1,3
14267.0,4.0,9,1259.19,3,4,3,10
14268.0,0.0,1,354.85,4,1,2,7
14269.0,0.0,2,261.68,4,1,1,6
14270.0,10.0,1,492.65000000000003,3,1,2,6
14271.0,0.0,2,219.13,4,1,1,6
14272.0,554.0,4,920.81,1,2,3,6
14273.0,37.0,4,559.97,3,2,2,7
14274.0,0.0,1,256.6,4,1,1,6
14275.0,402.0,6,1189.3799999999999,1,3,3,7
14276.0,1.0,13,1929.32,3,4,3,10
14277.0,36.0,14,4324.47,3,4,4,11
14278.0,0.0,1,205.83,4,1,1,6
14279.0,522.0,2,191.86,1,1,1,3
14280.0,0.0,1,134.04,4,1,1,6
14281.0,0.0,1,245.15,4,1,1,6
14282.0,122.0,26,7844.66,2,4,4,10
14283.0,670.0,4,628.4399999999999,1,2,2,5
14284.0,91.0,4,1282.85,3,2,3,8
14285.0,303.0,9,3158.64,2,4,4,10
14286.0,2.0,12,8396.7,3,4,4,11
14287.0,66.0,4,151.23000000000002,3,2,1,6
14288.0,36.0,2,413.85,3,1,2,6
14289.0,7.0,6,911.26,3,3,3,9
14290.0,276.0,14,4208.93,2,4,4,10
14291.0,33.0,25,7844.4,3,4,4,11
14292.0,2.0,27,8887.9,3,4,4,11
14293.0,162.0,10,3174.33,2,4,4,10
14294.0,0.0,1,375.34,4,1,2,7
14295.0,40.0,8,2316.06,3,3,4,10
14296.0,0.0,3,448.45,4,2,2,8
14297.0,62.0,6,1284.06,3,3,3,9
14298.0,91.0,84,90489.31,3,4,4,11
14299.0,1.0,41,12827.77,3,4,4,11
14300.0,0.0,1,43.2,4,1,1,6
14301.0,404.0,7,1956.23,1,3,3,7
14302.0,580.0,3,742.9000000000001,1,2,2,5
14303.0,700.0,2,277.94,1,1,1,3
14304.0,39.0,5,1523.81,3,3,3,9
14305.0,33.0,5,1803.76,3,3,3,9
14306.0,0.0,7,3141.5,4,3,4,11
14307.0,2.0,11,5063.08,3,4,4,11
14308.0,492.0,5,-849.45,1,3,1,5
14309.0,30.0,12,3747.96,3,4,4,11
14310.0,641.0,1,492.1,1,1,2,4
14311.0,37.0,3,435.90000000000003,3,2,2,7
14312.0,38.0,11,3090.29,3,4,4,11
14313.0,0.0,1,-302.31,4,1,1,6
14314.0,580.0,3,221.9,1,2,1,4
14315.0,126.0,10,3168.72,2,4,4,10
14316.0,431.0,6,1355.34,1,3,3,7
14317.0,184.0,1,508.58000000000004,2,1,2,5
14318.0,581.0,1,158.02,1,1,1,3
14319.0,396.0,2,476.95000000000005,1,1,2,4
14320.0,40.0,7,1204.1200000000001,3,3,3,9
14321.0,71.0,8,2198.58,3,3,4,10
14322.0,373.0,6,384.3,1,3,2,6
14323.0,308.0,4,574.26,2,2,2,6
14324.0,0.0,2,701.61,4,1,2,7
14325.0,0.0,1,245.48000000000002,4,1,1,6
14326.0,37.0,4,923.98,3,2,3,8
14327.0,497.0,6,1894.93,1,3,3,7
14328.0,458.0,3,-445.06,1,2,1,4
14329.0,38.0,28,9735.52,3,4,4,11
14330.0,0.0,1,200.63,4,1,1,6
14331.0,156.0,2,462.65999999999997,2,1,2,5
14332.0,245.0,5,1943.51,2,3,3,8
14333.0,183.0,2,351.45,2,1,2,5
14334.0,69.0,14,4292.98,3,4,4,11
14335.0,246.0,2,468.26,2,1,2,5
14336.0,130.0,4,1614.91,2,2,3,7
14337.0,851.0,1,-658.63,1,1,1,3
14338.0,248.0,5,894.1,2,3,3,8
14339.0,37.0,5,600.66,3,3,2,8
14340.0,220.0,1,134.7,2,1,1,4
14341.0,128.0,20,4443.47,2,4,4,10
14342.0,122.0,9,842.74,2,4,2,8
14343.0,0.0,4,1088.91,4,2,3,9
14344.0,99.0,20,3333.7000000000003,3,4,4,11
14345.0,334.0,1,108.97999999999999,2,1,1,4
14346.0,33.0,5,2315.75,3,3,4,10
14347.0,1004.0,1,82.6,1,1,1,3
14348.0,0.0,1,409.57,4,1,2,7
14349.0,0.0,1,133.5,4,1,1,6
14350.0,69.0,4,947.8,3,2,3,8
14351.0,0.0,1,51.0,4,1,1,6
14352.0,38.0,4,1078.96,3,2,3,8
14353.0,128.0,3,376.5,2,2,2,6
14354.0,91.0,2,163.62,3,1,1,5
14355.0,455.0,3,1014.45,1,2,3,6
14356.0,62.0,4,666.9399999999999,3,2,2,7
14357.0,0.0,1,225.77,4,1,1,6
